game,text,label
france_ligue-1/2016-2017/2017-05-06 - 18-00 Paris SG 5 - 0 Bastia/2,Who put the ball in earlier?,PAST
france_ligue-1/2016-2017/2016-10-01 - 18-00 Paris SG 2 - 0 Bordeaux/2,he tried,CURRENT
germany_bundesliga/2015-2016/2015-09-19 - 16-30 Darmstadt 0 - 3 Bayern Munich/1,"Kingsley Coman, born in Paris at the age of 19, was also a new signing and was able to assist two of the three goals in Piraeus.",IRRELEVANT
italy_serie-a/2016-2017/2016-10-25 - 21-45 Genoa 3 - 0 AC Milan/2,The most experienced one fails like this.,CURRENT
france_ligue-1/2016-2017/2016-10-15 - 18-00 Nancy 1 - 2 Paris SG/1,that players asked to play more system,CURRENT
france_ligue-1/2016-2017/2016-11-06 - 22-45 Paris SG 4 - 0 Rennes/2,ball recovered by Rennes,CURRENT
germany_bundesliga/2014-2015/2015-02-21 - 17-30 Paderborn 0 - 6 Bayern Munich/2,This comes at a good time for Hünemeyer after Lakic missed earlier.,PAST
europe_uefa-champions-league/2016-2017/2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG/1,we break in the future and that she was born for all and saved on her line by aron,IRRELEVANT
spain_laliga/2019-2020/2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid/2,This is what Benzema does. He shows the ball to the rival.,CURRENT
europe_uefa-champions-league/2014-2015/2014-12-10 - 22-45 Bayern Munich 3 - 0 CSKA Moscow/1,Idol.,IRRELEVANT
france_ligue-1/2016-2017/2016-10-15 - 18-00 Nancy 1 - 2 Paris SG/1,Although he has been moving them a little since earlier,PAST
spain_laliga/2019-2020/2019-09-14 - 18-00 Barcelona 5 - 2 Valencia/1,Because of the tragedy that happened in his family.,IRRELEVANT
spain_laliga/2016-2017/2016-10-15 - 17-15 Barcelona 4 - 0 Dep. La Coruna/2,Alejandro Arribas stopped him.,CURRENT
italy_serie-a/2016-2017/2016-12-12 - 23-00 AS Roma 1 - 0 AC Milan/2,So far he hasn't been remembered for anything,CURRENT
spain_laliga/2016-2017/2017-01-29 - 22-45 Real Madrid 3 - 0 Real Sociedad/1,Cristiano gave Benzema a problem because he gave the ball too far back in that pass to Benzema.,PAST
italy_serie-a/2016-2017/2017-05-07 - 21-45 AC Milan 1 - 4 AS Roma/1,Because the stadium doesn’t like how its favorite team plays.,IRRELEVANT
germany_bundesliga/2014-2015/2015-02-21 - 17-30 Paderborn 0 - 6 Bayern Munich/1,Alaba supports.,IRRELEVANT
spain_laliga/2016-2017/2017-04-15 - 17-15 Gijon 2 - 3 Real Madrid/2,Nacho loves her,IRRELEVANT
italy_serie-a/2016-2017/2017-05-07 - 21-45 AC Milan 1 - 4 AS Roma/1,This blow should have been struck a little earlier. Literally a meter.,PAST
italy_serie-a/2015-2016/2015-11-22 - 22-45 Inter 4 - 0 Frosinone/1,Icardi last season,PAST
spain_laliga/2016-2017/2017-05-17 - 22-00 Celta Vigo 1 - 4 Real Madrid/2,And obviously it must be fine in another area when the collision occurred.,CURRENT
italy_serie-a/2016-2017/2017-02-19 - 20-00 AS Roma 4 - 1 Torino/1,A particularly memorable game for Roma fans last season,PAST
italy_serie-a/2016-2017/2016-09-17 - 21-45 Napoli 3 - 1 Bologna/1,Moments arise.,CURRENT
spain_laliga/2016-2017/2016-10-29 - 17-15 Alaves 1 - 4 Real Madrid/2,Edgar loves her too.,IRRELEVANT
italy_serie-a/2016-2017/2016-10-29 - 21-45 Juventus 2 - 1 Napoli/2,loves Naples.,IRRELEVANT
italy_serie-a/2015-2016/2015-08-29 - 21-45 AC Milan 2 - 1 Empoli/1,but no one supports it either,IRRELEVANT
germany_bundesliga/2016-2017/2016-09-10 - 19-30 RB Leipzig 1 - 0 Dortmund/1,Idol.,IRRELEVANT
europe_uefa-champions-league/2016-2017/2017-04-11 - 18-00 Juventus 3 - 0 Barcelona/2,"Well, me personally, although now, of course, how many millions and billions there have been for the forest since childhood, then in due time,",IRRELEVANT
italy_serie-a/2016-2017/2016-11-05 - 22-45 Napoli 1 - 1 Lazio/1,The last one for Lazio in 2000.,PAST
italy_serie-a/2016-2017/2017-04-15 - 16-00 AS Roma 1 - 1 Atalanta/1,We have fans who can instantly boo their idol.,IRRELEVANT
spain_laliga/2016-2017/2016-09-21 - 21-00 Real Madrid 1 - 1 Villarreal/1,Ramos loves her.,IRRELEVANT
germany_bundesliga/2015-2016/2016-04-09 - 16-30 VfB Stuttgart 1 - 3 Bayern Munich/1,That was a big story.,CURRENT
germany_bundesliga/2015-2016/2016-04-02 - 16-30 Bayern Munich 1 - 0 Eintracht Frankfurt/2,Last victory in 2000 in the Olympic Stadium.,PAST
italy_serie-a/2016-2017/2016-09-18 - 18-00 Juventus 1 - 0 Internazionale/1,"He repeated Trezage's record, which was in 2003.",PAST
italy_serie-a/2015-2016/2015-08-29 - 21-45 AC Milan 2 - 1 Empoli/1,after the great year of last season,PAST
france_ligue-1/2016-2017/2016-11-30 - 23-00 Paris SG 2 - 0 Angers/2,Traoré's head,CURRENT
spain_laliga/2015-2016/2015-09-23 - 22-00 Ath Bilbao 1 - 2 Real Madrid/2,and that's what the referee whistled now,CURRENT
spain_laliga/2019-2020/2019-12-14 - 18-00 Real Sociedad 2 - 2 Barcelona/2,And it will be Carlos Alain.,CURRENT
spain_laliga/2019-2020/2019-12-15 - 18-00 Valencia 1 - 1 Real Madrid/2,Valverde faces off against Manu Vallejo.,CURRENT
germany_bundesliga/2015-2016/2015-09-19 - 16-30 Darmstadt 0 - 3 Bayern Munich/1,A crowd favorite at the Böllenfall Gate anyway.,IRRELEVANT
france_ligue-1/2016-2017/2016-11-27 - 22-45 Lyon 1 - 2 Paris SG/1,the same who has just signed three consecutive successes in league 1 which was not,CURRENT
france_ligue-1/2016-2017/2016-09-16 - 21-45 Caen 0 - 6 Paris SG/2,Jean-Kévin Augustin who discovered Ligue 1 last year,PAST
germany_bundesliga/2015-2016/2016-04-16 - 19-30 Bayern Munich 3 - 0 Schalke/2,Idol.,IRRELEVANT
spain_laliga/2019-2020/2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid/2,What if he seemed like the same Bale from the final stretch of last season?,PAST
england_epl/2014-2015/2015-05-17 - 18-00 Manchester United 1 - 1 Arsenal/1,the tie,CURRENT
spain_laliga/2014-2015/2015-04-28 - 21-00 Barcelona 6 - 0 Getafe/2,That last season they won a very creditable 2-2 draw from here,PAST
germany_bundesliga/2016-2017/2017-04-29 - 16-30 Dortmund 0 - 0 FC Koln/2,Dumb.,CURRENT
spain_laliga/2019-2020/2019-09-14 - 18-00 Barcelona 5 - 2 Valencia/1,He made his debut back in the last century.,PAST
germany_bundesliga/2014-2015/2015-05-09 - 16-30 Bayern Munich 0 - 1 FC Augsburg/1,Bobadilla arrived earlier.,PAST
spain_laliga/2016-2017/2016-11-19 - 22-45 Atl. Madrid 0 - 3 Real Madrid/1,Atlético is obviously not going to contest it and it is Real Madrid that gets the ball from behind.,CURRENT
france_ligue-1/2016-2017/2016-12-03 - 19-00 Montpellier 3 - 0 Paris SG/2,he was injured last year,PAST
france_ligue-1/2016-2017/2016-12-21 - 22-50 Paris SG 5 - 0 Lorient/1,and here is Jimmy Cabot revealed at 3 last season,PAST
italy_serie-a/2016-2017/2016-12-17 - 20-00 AC Milan 0 - 0 Atalanta/1,Good another pass from Gallierdini.,CURRENT
france_ligue-1/2016-2017/2017-02-26 - 23-00 Marseille 1 - 5 Paris SG/2,It's a bit like last year's match.,PAST
italy_serie-a/2015-2016/2015-11-01 - 22-45 Lazio 1 - 3 AC Milan/1,Mark a player born in Rome.,IRRELEVANT
france_ligue-1/2016-2017/2017-03-12 - 23-00 Lorient 1 - 2 Paris SG/1,What's hard is that they put themselves in difficulty.,CURRENT
france_ligue-1/2016-2017/2017-05-07 - 18-00 Marseille 2 - 1 Nice/1,favorite players remained a little more waiting but each time they,IRRELEVANT
italy_serie-a/2016-2017/2016-11-05 - 22-45 Napoli 1 - 1 Lazio/1,We've also walked around the hamshik here quite a bit lately several times.,CURRENT
spain_laliga/2015-2016/2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF/1,the first,CURRENT
germany_bundesliga/2016-2017/2016-10-14 - 21-30 Dortmund 1 - 1 Hertha Berlin/2,Idol.,IRRELEVANT
germany_bundesliga/2015-2016/2015-10-04 - 18-30 Bayern Munich 5 - 1 Dortmund/1,for the foul earlier the yellow card,PAST
germany_bundesliga/2016-2017/2016-11-05 - 17-30 Hamburger SV 2 - 5 Dortmund/1,Now they are back in formation at the back.,PAST
france_ligue-1/2016-2017/2016-09-11 - 18-00 Nice 3 - 2 Marseille/2,Paul's family they are men and seeing his friends leave,IRRELEVANT
france_ligue-1/2016-2017/2016-11-06 - 22-45 Paris SG 4 - 0 Rennes/1,solidity paul on the supports that reading the game he very often guesses what,IRRELEVANT
germany_bundesliga/2014-2015/2015-04-25 - 16-30 Dortmund 2 - 0 Eintracht Frankfurt/2,"This is Luca Waldschmidt, 18 years old, born in Siegen, about to make his Bundesliga debut.",IRRELEVANT
france_ligue-1/2016-2017/2017-02-19 - 23-00 Paris SG 0 - 0 Toulouse/1,he had already been at the end of last season,PAST
europe_uefa-champions-league/2016-2017/2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG/2,This match is reminiscent of the previous match all the same.,PAST
spain_laliga/2015-2016/2015-09-23 - 22-00 Ath Bilbao 1 - 2 Real Madrid/2,apart from the tiredness that knee,CURRENT
italy_serie-a/2016-2017/2016-11-20 - 22-45 AC Milan 2 - 2 Inter/2,"Dmitry Shnyakin was not born yet, but we are not talking about the fact that he was in Milan and that he was in Milan",IRRELEVANT
italy_serie-a/2016-2017/2017-01-08 - 20-00 AC Milan 1 - 0 Cagliari/1,The last away victory of the Sardinian club to date over Grand Milano dates back to June 1997. Back in the last century.,PAST
france_ligue-1/2016-2017/2016-09-20 - 22-00 Paris SG 3 - 0 Dijon/1,maybe he didn't do them last year either,PAST
germany_bundesliga/2016-2017/2016-12-03 - 17-30 Dortmund 4 - 1 B. Monchengladbach/1,Both teams will be back in the Champions League next week,PAST
france_ligue-1/2016-2017/2016-08-28 - 21-45 Monaco 3 - 1 Paris SG/2,I'm willing to bet on a fairly quick return to last season's triple team,PAST
france_ligue-1/2016-2017/2016-09-09 - 21-45 Paris SG 1 - 1 St Etienne/1,we saw it earlier when he took out the ball,PAST
england_epl/2015-2016/2015-11-08 - 19-00 Arsenal 1 - 1 Tottenham/1,He is not being the Harry Kane of last season,PAST
spain_laliga/2016-2017/2017-04-29 - 17-15 Real Madrid 2 - 1 Valencia/1,Valencia defended very far back in this play and in fact they ended up creating danger with a cross from Marcelo that Carvajal was about to finish off.,PAST
spain_laliga/2015-2016/2016-04-20 - 23-00 Real Madrid 3 - 0 Villarreal/2,He can knit the ball for Samu García.,CURRENT
europe_uefa-champions-league/2015-2016/2015-10-20 - 21-45 Arsenal 2 - 0 Bayern Munich/1,And then they are dangerous.,CURRENT
italy_serie-a/2016-2017/2017-01-21 - 22-45 AC Milan 1 - 2 Napoli/2,How he runs. Miguel Dani also loves to pull down his leggings.,IRRELEVANT
italy_serie-a/2016-2017/2017-04-30 - 21-45 Inter 0 - 1 Napoli/1,Incinia loves it from here.,IRRELEVANT
germany_bundesliga/2015-2016/2016-04-23 - 16-30 Hertha Berlin 0 - 2 Bayern Munich/2,Idol.,IRRELEVANT
italy_serie-a/2016-2017/2017-04-01 - 21-45 AS Roma 2 - 0 Empoli/2,"First on the ball, but the discount didn't work out.",CURRENT
europe_uefa-champions-league/2015-2016/2015-09-16 - 21-45 Olympiakos Piraeus 0 - 3 Bayern Munich/2,"Last season, Gomez had 26 goals.",PAST
spain_laliga/2015-2016/2015-08-29 - 23-30 Real Madrid 5 - 0 Betis/2,"Yes, we already said it last year.",PAST
europe_uefa-champions-league/2016-2017/2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG/2,We must not forget the previous match anyway.,PAST
italy_serie-a/2016-2017/2017-05-14 - 21-45 AS Roma 3 - 1 Juventus/2,And he didn’t even earn a corner.,CURRENT
italy_serie-a/2016-2017/2016-11-20 - 22-45 AC Milan 2 - 2 Inter/1,Peresic runs away. Tries to serve.,CURRENT
spain_laliga/2014-2015/2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga/2,AND...,CURRENT
germany_bundesliga/2015-2016/2016-04-23 - 16-30 Hertha Berlin 0 - 2 Bayern Munich/2,Idol.,IRRELEVANT
spain_laliga/2015-2016/2015-09-23 - 22-00 Ath Bilbao 1 - 2 Real Madrid/2,everything was born with Modric,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-11-24 - 22-45 Bayern Munich 4 - 0 Olympiakos Piraeus/1,Miller.,CURRENT
germany_bundesliga/2016-2017/2017-04-15 - 16-30 Dortmund 3 - 1 Eintracht Frankfurt/2,"Correctly seen by the assistant on the other side, the ball is already back in Lukas Radetzky's catchment area.",PAST
europe_uefa-champions-league/2016-2017/2016-12-06 - 22-45 Benfica 1 - 2 Napoli/2,just a family kills the ball by taking it away,IRRELEVANT
italy_serie-a/2016-2017/2016-11-26 - 22-45 Empoli 1 - 4 AC Milan/1,Then a major defeat from Ferentin.,CURRENT
italy_serie-a/2016-2017/2017-05-06 - 19-00 Napoli 3 - 1 Cagliari/2,"Well, there are a lot of family builders here now.",IRRELEVANT
italy_serie-a/2016-2017/2017-04-01 - 21-45 AS Roma 2 - 0 Empoli/2,And he actually elbowed Barba.,CURRENT
spain_laliga/2019-2020/2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid/1,even further back in Courtois,PAST
europe_uefa-champions-league/2015-2016/2015-09-16 - 21-45 Dyn. Kiev 2 - 2 FC Porto/1,"a very famous football player in the past, who played in particular for Porto",PAST
spain_laliga/2016-2017/2017-03-04 - 22-45 Barcelona 5 - 0 Celta Vigo/2,With the bobbin lace making machine in Barcelona,CURRENT
germany_bundesliga/2015-2016/2016-04-09 - 16-30 VfB Stuttgart 1 - 3 Bayern Munich/2,Idol.,IRRELEVANT
germany_bundesliga/2015-2016/2015-10-24 - 16-30 Bayern Munich 4 - 0 FC Koln/2,"By the way, he did a trial training session in 2009.",PAST
italy_serie-a/2016-2017/2016-09-25 - 13-30 Torino 3 - 1 AS Roma/2,Total Trail and favorite.,IRRELEVANT
spain_laliga/2016-2017/2016-12-10 - 22-45 Real Madrid 3 - 2 Dep. La Coruna/1,Real Madrid has played from the wing,CURRENT
italy_serie-a/2015-2016/2015-09-26 - 21-45 Napoli 2 - 1 Juventus/2,team italy last season no matter how many newcomers come to juve this summer,PAST
italy_serie-a/2016-2017/2017-01-22 - 22-45 AS Roma 1 - 0 Cagliari/2,And now in 2014 he is in Kaleri.,PAST
italy_serie-a/2016-2017/2016-10-30 - 17-00 Empoli 0 - 0 AS Roma/2,It is unclear why Zhvan Zhizu came out.,CURRENT
germany_bundesliga/2015-2016/2015-11-08 - 17-30 Dortmund 3 - 2 Schalke/2,Suddenly someone was born who we hadn't really expected.,IRRELEVANT
italy_serie-a/2016-2017/2016-08-27 - 21-45 Napoli 4 - 2 AC Milan/1,Or was another foul whistled earlier?,PAST
italy_serie-a/2016-2017/2017-02-19 - 17-00 Chievo 1 - 3 Napoli/2,Born in 97.,IRRELEVANT
germany_bundesliga/2016-2017/2017-04-29 - 16-30 Dortmund 0 - 0 FC Koln/1,.,CURRENT
italy_serie-a/2016-2017/2017-02-19 - 20-00 AS Roma 4 - 1 Torino/1,"He really loves practice, such training camps that even football players from Serie B are invited to.",IRRELEVANT
italy_serie-a/2016-2017/2017-04-23 - 13-30 Sassuolo 2 - 2 Napoli/2,"Well, it is clear that it is not so effective.",CURRENT
germany_bundesliga/2016-2017/2017-02-04 - 20-30 Dortmund 1 - 0 RB Leipzig/2,behind the track the full caught,CURRENT
italy_serie-a/2016-2017/2016-11-20 - 22-45 AC Milan 2 - 2 Inter/2,"then, for example, we probably didn’t know the parents of the donor under the tree and who was born",IRRELEVANT
france_ligue-1/2016-2017/2016-11-20 - 18-00 Saint Etienne 0 - 1 Nice/2,at the transversal that's for sure,CURRENT
europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Barcelona 2 - 1 Bayer Leverkusen/1,at home like last year,PAST
italy_serie-a/2016-2017/2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma/2,"But then there’s the ball, the ball loves him.",IRRELEVANT
germany_bundesliga/2016-2017/2017-04-29 - 16-30 Dortmund 0 - 0 FC Koln/1,is back in running training and maybe Tuchel heard in our preliminary talk,PAST
italy_serie-a/2016-2017/2016-10-29 - 21-45 Juventus 2 - 1 Napoli/1,"But Napoli in today's squad also does not have 12 players, as it played last season.",PAST
germany_bundesliga/2015-2016/2015-11-07 - 17-30 Bayern Munich 4 - 0 VfB Stuttgart/2,"and to be honest, it does not look like FC Bayern Munich will be back in the near future.",PAST
spain_laliga/2016-2017/2016-09-21 - 21-00 Real Madrid 1 - 1 Villarreal/2,The fact of having been born in Germany and having developed the beginning of his career in the German country.,IRRELEVANT
spain_laliga/2016-2017/2016-11-19 - 18-15 Barcelona 0 - 0 Malaga/2,Kameni would have done the same previously.,CURRENT
spain_laliga/2016-2017/2016-12-03 - 18-15 Barcelona 1 - 1 Real Madrid/2,which should give you peace of mind.,CURRENT
europe_uefa-champions-league/2014-2015/2014-12-09 - 22-45 Dortmund 1 - 1 Anderlecht/2,Seems fair to me.,CURRENT
spain_laliga/2014-2015/2015-05-09 - 21-00 Real Madrid 2 - 2 Valencia/1,the ball has gone out and has come back in,PAST
europe_uefa-champions-league/2016-2017/2017-04-18 - 21-45 Real Madrid 4 - 2 Bayern Munich/1,Wait wait wait.,CURRENT
france_ligue-1/2016-2017/2016-11-27 - 22-45 Lyon 1 - 2 Paris SG/2,"But you met with me earlier Bruno Geneseo, Paga",PAST
italy_serie-a/2016-2017/2017-01-15 - 17-00 Napoli 3 - 1 Pescara/1,"earlier, a fraction of a second, appeared here earlier and who knows, but the punch was still devastating",PAST
spain_laliga/2014-2015/2015-04-11 - 17-00 Real Madrid 3 - 0 Eibar/1,"And Gustavo López said, he is electric and he is the one who loves it the most, the one who wants it the most.",IRRELEVANT
spain_laliga/2015-2016/2015-09-23 - 22-00 Ath Bilbao 1 - 2 Real Madrid/2,almost everyone at the first touch,CURRENT
spain_laliga/2014-2015/2015-05-17 - 20-00 Atl. Madrid 0 - 1 Barcelona/1,puts it back,CURRENT
england_epl/2014-2015/2015-05-17 - 18-00 Manchester United 1 - 1 Arsenal/2,But in the second part it has created practically no danger,CURRENT
england_epl/2015-2016/2015-09-12 - 17-00 Crystal Palace 0 - 1 Manchester City/2,Last season although it was very little at the palace and this year he also started as a substitute,PAST
italy_serie-a/2016-2017/2016-09-17 - 21-45 Napoli 3 - 1 Bologna/1,That he absolutely loves this game.,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-11-25 - 22-45 Malmo FF 0 - 5 Paris SG/1,he was born in Malmeux like Zlatan,IRRELEVANT
france_ligue-1/2016-2017/2016-12-11 - 18-00 Paris SG 2 - 2 Nice/2,But it's true that he loves his team when they have the ball and when they play it you really feel it,IRRELEVANT
spain_laliga/2016-2017/2016-10-22 - 17-15 Valencia 2 - 3 Barcelona/2,to the player born in Cape Verde,IRRELEVANT
germany_bundesliga/2015-2016/2016-01-31 - 19-30 Bayern Munich 2 - 0 Hoffenheim/1,Where.,CURRENT
france_ligue-1/2016-2017/2016-09-20 - 22-00 Paris SG 3 - 0 Dijon/2,"Mr Tuhal, that was the case earlier",PAST
spain_laliga/2019-2020/2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid/1,Iago Aspas,CURRENT
germany_bundesliga/2016-2017/2017-05-13 - 16-30 FC Augsburg 1 - 1 Dortmund/1,"But he must continue in 1930 again on the別reite F enjoy Listen ANDY celle let, or Commissioner reformed.",PAST
germany_bundesliga/2016-2017/2016-10-14 - 21-30 Dortmund 1 - 1 Hertha Berlin/2,Idol.,IRRELEVANT
germany_bundesliga/2016-2017/2016-10-14 - 21-30 Dortmund 1 - 1 Hertha Berlin/2,Idol.,IRRELEVANT
germany_bundesliga/2016-2017/2016-10-29 - 19-30 Dortmund 0 - 0 Schalke/2,Idol.,IRRELEVANT
europe_uefa-champions-league/2014-2015/2014-12-10 - 22-45 Bayern Munich 3 - 0 CSKA Moscow/1,"Header attempt, that was all it was from Roman Eremenko, who was born in Moscow, then",IRRELEVANT
france_ligue-1/2016-2017/2016-12-11 - 22-45 Paris SG 2 - 2 Nice/2,compared to last season,PAST
italy_serie-a/2016-2017/2017-04-01 - 21-45 AS Roma 2 - 0 Empoli/1,Shensny closed the corner.,CURRENT
france_ligue-1/2016-2017/2016-11-06 - 22-45 Paris SG 4 - 0 Rennes/1,it's not said it's funny dancing and the players had a great match and it's really a match that was played very well last year.,PAST
europe_uefa-champions-league/2014-2015/2014-12-09 - 22-45 Real Madrid 4 - 0 Ludogorets/1,That he loves to play there.,IRRELEVANT
france_ligue-1/2016-2017/2016-12-21 - 22-50 Paris SG 5 - 0 Lorient/2,It was the same type of ball as earlier.,PAST
spain_laliga/2015-2016/2015-08-29 - 23-30 Real Madrid 5 - 0 Betis/2,"There are many teams in the league that last year, well, also acquired many goals.",PAST
europe_uefa-champions-league/2015-2016/2015-10-20 - 21-45 Arsenal 2 - 0 Bayern Munich/1,Canada,CURRENT
germany_bundesliga/2016-2017/2017-02-25 - 17-30 SC Freiburg 0 - 3 Dortmund/2,"But nonetheless, everything has to be born with it.",IRRELEVANT
germany_bundesliga/2015-2016/2015-09-19 - 16-30 Darmstadt 0 - 3 Bayern Munich/1,"Kingsley Coman, born in Paris at the age of 19, was also a new signing and was able to assist two of the three goals in Piraeus.",IRRELEVANT
germany_bundesliga/2014-2015/2015-05-02 - 16-30 Hoffenheim 1 - 1 Dortmund/2,Schwegler.,CURRENT
france_ligue-1/2016-2017/2016-08-12 - 21-00 Bastia 0 - 1 Paris SG/2,it's going to be the new favorite,IRRELEVANT
italy_serie-a/2016-2017/2016-10-26 - 21-45 Napoli 2 - 0 Empoli/1,We were together last season,PAST
